,sentence1,sentence2,similarity_score,sent1_len,sent2_len,aug1
4694,Israel se enfrenta a la reacción europea por el plan de asentamientos,Israel pidió cuentas sobre los últimos planes de asentamiento de los países europeos,0.7199999809265136,12,13,Israel se enfrenta a la reacción de Europa ante el plan de colonias
4695,Obama bromea sobre sí mismo en la cena de los periodistas,Obama se burla de los críticos durante la cena de prensa,0.4400000095367432,11,11,Obama se burla de sí mismo en la cena de los periodistas
4696,Allen responde a los reclamos de abuso de Farrow en una carta,Allen se defiende de las demandas de abuso de Farrow,0.8399999618530274,12,10,Allen contesta a las acusaciones de maltrato de Farrow en una misiva
4697,Más de 1.000 reclusos escapan de la prisión libia de al-Kweifiya,1000 prisioneros escapan de la cárcel de Libia,0.8800000190734864,13,8,Más de 1.000 presos se fugan de la cárcel libia de al-Kweifiya
4698,¿Cuál es la opción nuclear?,Las fotos muestran la preparación nuclear de Corea del Norte,0.24000000953674316,5,10,¿Cuál es la alternativa nuclear?
4699,Forex &amp; Oro 6 de marzo de 2013,Forex y Oro 12 de marzo de 2013,0.5199999809265137,8,8,Divisas y Oro el 6 de marzo de 2013
4700,Los islamistas matan a 21 en ataques suicidas en Níger,Los coches bomba matan a 20 personas en una ciudad turca cerca de la frontera con Siria,0.2,10,17,Los extremistas islámicos reclaman 21 vidas en atentados suicidas en Níger
4701,Los Estados Unidos han determinado que Siria utilizó armas químicas,La ONU vota para eliminar las armas químicas de Siria,0.5599999904632569,10,10,Estados Unidos ha confirmado el uso de armamento químico por parte de Siria
4702,El padre de Snowden llega a Moscú,El padre de Edward Snowden en Moscú,0.8399999618530274,7,7,El progenitor de Snowden arriba a Moscú
4703,Los talibanes paquistaníes nombran a un nuevo líder tras el ataque de los drones,El jefe de los talibanes paquistaníes muerto en un ataque con aviones no tripulados de EE.UU.,0.4400000095367432,14,17,Los talibanes de Pakistán designan un nuevo dirigente tras el ataque con aviones no tripulados
4704,Los bombardeos gemelos en Pakistán matan al menos 40,"Ahora, los militantes luchan contra la policía pakistaní",0.24000000953674316,9,8,Dos explosiones en Pakistán cobran la vida de al menos 40 personas
4705,Un partidario de la Hermandad Musulmana muere en un enfrentamiento en El Cairo,Los partidarios de la Hermandad Musulmana mueren en los enfrentamientos en Egipto,0.7199999809265136,13,12,Un simpatizante de la Hermandad Musulmana fallece en un enfrentamiento en El Cairo
4706,Los ingresos de Facebook aumentan un 63% al acelerarse los anuncios para móviles,Los beneficios de Facebook aumentan a medida que la base de usuarios se expande,0.6800000190734863,13,14,Las ganancias de Facebook crecen un 63% debido al aumento de la publicidad móvil
4707,El enviado de Siria pide un Gobierno de Unidad Nacional,El enviado de Siria pide un cambio político para poner fin al conflicto,0.4400000095367432,10,13,El representante sirio solicita un Gobierno de Unidad Nacional
4708,Treinta y siete muertos en Italia se hunden en el autobús de la gira,Treinta muertos en la caída de un autobús italiano,0.6400000095367432,14,9,Treinta y siete fallecidos en Italia al hundirse un autobús turístico
4709,"Rogers, Videotron amplía su alcance con un acuerdo para compartir la red","Rogers, Videotron llegar a compartir la red, trato de espectro",0.8399999618530274,12,10,Rogers y Videotron expanden su cobertura mediante un acuerdo de intercambio de red
4710,Las existencias de China terminan en baja el jueves,Las existencias de China cierran a la baja el jueves,1.0,9,10,Las acciones chinas cierran a la baja el jueves
4711,Mujeres en topless protestan contra Berlusconi mientras vota en las elecciones,El presidente de Bulgaria apoya a los manifestantes y se opone a las elecciones anticipadas,0.12000000476837158,11,15,Damas sin sujetador protestan contra Berlusconi mientras emite su voto en las elecciones
4712,Indonesia: Escolares entre los 14 muertos por la erupción del volcán de Indonesia,Indonesia: Seis muertos en la erupción volcánica de Indonesia,0.5599999904632569,13,9,Indonesia: Estudiantes entre las 14 víctimas mortales por la erupción del volcán indonesio
4713,El acuerdo alcanzado con el nuevo gobierno italiano,Italia jurará un nuevo gobierno de coalición,0.6800000190734863,8,7,El pacto logrado con el nuevo gobierno de Italia
4714,Obama llora la muerte del icono Nelson Mandela,"Los sudafricanos están de luto, celebran a Mandela",0.3599999904632568,8,8,Obama lamenta el fallecimiento del icono Nelson Mandela
4715,El primer paso de Goa en Modis es la marcha a Delhi,"Por primera vez en la historia, Technion enseñará ingeniería en Rusia",0.0,12,11,El primer movimiento de Goa en Modis es la marcha a Delhi
4716,"Las existencias de Singapur cierran un 0,4% más",Las existencias de la India abren más,0.3599999904632568,9,7,"Las acciones de Singapur suben un 0,4% al cierre"
4717,Maldivas celebra una nueva elección para presidente,Maldivas celebra nuevas elecciones presidenciales,0.9199999809265137,7,5,Maldivas lleva a cabo una nueva votación para presidente
4718,Egipto anuncia el arresto de 1.004 partidarios de la Hermandad Musulmana,Egipto ordena el arresto del jefe de la Hermandad Badie,0.3599999904632568,12,10,Egipto anuncia la detención de 1.004 seguidores de la Hermandad Musulmana
4719,El nuevo World Trade Center fue declarado el edificio más alto de los Estados Unidos.,Un Centro de Comercio Mundial nombrado el edificio más alto de los EE.UU.,0.8399999618530274,15,14,El nuevo Centro Mundial de Comercio es declarado el edificio más alto de Estados Unidos.
4720,"Lo que dicen los periódicos, 12 de marzo de 2013","Lo que dicen los periódicos, 25 de junio de 2013",0.3599999904632568,10,10,"Lo que informan los diarios, 12 de marzo de 2013"
4721,Israel da luz verde a 1500 casas de colonos,Israel revela 1.800 casas de colonos más,0.6400000095367432,9,8,Israel aprueba la construcción de 1500 viviendas para colonos
4722,Piers Morgan interrogado por la policía,Piers Morgan entrevistado por la policía en el caso de piratería.,0.7199999809265136,6,11,Piers Morgan es interrogado por las autoridades policiales
4723,"El caso de violación de un fotoperiodista de Mumbai se resolvió, cinco acusados fueron arrestados",Caso de violación en grupo de un periodista de Mumbai: Los cinco acusados fueron arrestados,0.9600000381469727,15,15,"Se resolvió el caso de agresión sexual a un fotoperiodista en Mumbai, cinco sospechosos fueron detenidos"
4724,Un espía del Mossad en el Yemen detuvo a un 'israelí'.,Las fuerzas israelíes detienen a 2 en la redada de detención de Hebrón,0.3200000047683716,11,13,Un agente del Mossad en Yemen detuvo a un 'ciudadano israelí'.
4725,Las niñas pakistaníes aprenden una dura lección,Niña pakistaní asesinada por los talibanes aparece en video,0.3599999904632568,7,9,Las niñas en Pakistán reciben una difícil lección
4726,El presidente interino de Egipto nombra a dos asesores,El presidente interino de Egipto jura el nuevo gabinete,0.5599999904632569,9,9,El presidente provisional de Egipto designa a dos consejeros
4727,China lanza el primer misil aire-aire desde un helicóptero,Un tribunal chino condena a Bo Xilai a cadena perpetua por corrupción,0.12000000476837158,10,12,China lanza el primer misil aire-aire desde un helicóptero
4728,El Reino Unido confirma los temores sobre las armas químicas de Siria,"El fin ""cercano"" para las armas químicas de Siria",0.27999999523162844,12,9,El Reino Unido corrobora las preocupaciones sobre las armas químicas en Siria
4729,La represión en Egipto suscita la condena,Egipto: La represión en Egipto provoca la indignación mundial,0.9199999809265137,7,9,La represión en Egipto genera condena.
4730,Egipto toma juramento al nuevo líder interino,El ejército egipcio toma medidas enérgicas contra la Hermandad,0.12000000476837158,7,9,Juramento al líder provisional de Egipto
4731,Un coche bomba mata a 17 personas en Pakistán,Un terrorista suicida mata a 10 personas en el Pakistán,0.5199999809265137,9,10,Un atentado con coche bomba en Pakistán cobra la vida de 17 personas
4732,Un alto comandante talibán paquistaní capturado en el Afganistán,Los chiítas de Pakistán exigen protección de los militantes,0.12000000476837158,9,9,Capturan a un alto mando talibán paquistaní en Afganistán
4733,El conductor en el accidente de tren español se enfrenta a preguntas del juez,El conductor del tren en España se estrelló al ser interrogado por el juez,1.0,14,14,El maquinista del accidente ferroviario en España responde a las preguntas del juez
4734,"Las acciones cierran un 0,39% más alto","Las existencias de Singapur cierran 0,31 puntos porcentuales más bajo",0.3200000047683716,8,11,"Las acciones suben un 0,39% al cierre"
4735,EE.UU. publica el informe inicial sobre los impactos de la fractura en el agua,Los hombres en China detenidos después de llevar a las chicas a un hotel,0.0,15,14,Estados Unidos divulga el informe preliminar sobre los efectos de la fractura en el agua
4736,"Rusia ""sola"" en culpar a los rebeldes sirios por el ataque químico: US",Rusia pide a la ONU que considere su investigación sobre el uso de armas químicas en Siria,0.5199999809265137,13,17,"Rusia se encuentra ""sola"" al acusar a los rebeldes sirios por el ataque químico, según EE.UU."
4737,"Filipinas, los rebeldes llegan a un acuerdo para compartir la riqueza","Filipinas y los rebeldes llegan a un ""acuerdo de riqueza",1.0,11,10,Los rebeldes filipinos llegan a un acuerdo para repartir la riqueza
4738,El número de muertes por la violencia en China Occidental aumenta a 35,Urgente: El número de muertos por el fuego en el noreste de China se eleva a 112.,0.24000000953674316,13,17,El número de muertos por la violencia en el oeste de China se eleva a 35
4739,Imran competirá desde cuatro asientos de la NA,Imran Khan se presentará a las elecciones desde cuatro escaños de la AN.,0.95,8,13,Imran se presentará a las elecciones desde cuatro escaños de la NA.
4740,La compañía israelí de coches eléctricos más innovadora es el mejor lugar para doblar...,La compañía israelí de coches eléctricos se doblará...,0.8800000190734864,14,8,La empresa israelí líder en innovación de vehículos eléctricos es el sitio ideal para dar un giro...
4741,"El entrenador de los Houston Texans, Gary Kubiak, hospitalizado después de colapsar durante el partido.",El entrenador de los texanos Gary Kubiak en condición estable después del colapso,0.5599999904632569,15,13,"El entrenador de los Houston Texans, Gary Kubiak, fue ingresado en el hospital tras desplomarse durante el encuentro."
4742,El señor de la guerra talibán de Pro-Pak murió en un ataque de drones de EE.UU.,Comandante talibán muerto en un ataque de drones de EE.UU.,0.8800000190734864,18,11,El líder talibán pro-Pakistaní falleció en un ataque de drones estadounidense.
4743,Un coche bomba mata a 20 personas en el noroeste de Siria,Un coche bomba en el norte de Siria mata a 20 personas,0.9199999809265137,12,12,Un coche bomba causa la muerte de 20 personas en el noroeste de Siria.
4744,Soldados surcoreanos matan a un hombre que intentaba cruzar la frontera hacia el norte,Corea del Norte cierra la última línea telefónica directa al Sur,0.2,14,11,Militares surcoreanos abaten a un hombre que intentaba atravesar la frontera hacia el norte.
4745,Hasta 50 muertos en un accidente de tren español,Más de 70 muertos en el accidente del tren de alta velocidad español,0.6800000190734863,9,13,Hasta 50 fallecidos en un accidente ferroviario en España.
4746,Cinco extranjeros condenados a muerte por contrabando de drogas en Egipto,Egipto condena a un pakistaní a muerte en medio de 5 por contrabando de drogas,0.8399999618530274,11,15,Cinco extranjeros reciben condena a muerte por tráfico de drogas en Egipto.
4747,El tren francés se descarrila al sur de París,Los pasajeros de un tren francés cuentan la experiencia del accidente,0.24000000953674316,9,11,El tren francés descarrila al sur de París.
4748,El ex portavoz del presidente de los Estados Unidos Ronald Reagan muere,"El ex portavoz de Reagan, Larry Speakes, muere a los 74 años",0.8399999618530274,12,12,El ex vocero del presidente de los Estados Unidos Ronald Reagan fallece.
4749,Egipto vota sobre la nueva constitución,Los egipcios votan sobre una constitución divisoria,0.7599999904632568,6,7,Egipto lleva a cabo votaciones sobre la nueva constitución.
4750,Obama se reúne con la familia Mandela mientras el icono permanece en el hospital,Obamas para conocer a la familia Mandela no visitará el hospital,0.5599999904632569,14,11,El presidente Obama se encuentra con los Mandela mientras el símbolo permanece hospitalizado.
4751,Los bajos ingresos arrastran a las acciones de los EE.UU. a la baja en el comercio temprano,Los bajos ingresos arrastran a las acciones a la baja en Wall Street,0.7599999904632568,18,13,Las ganancias bajas hunden las acciones estadounidenses en el comercio matutino.
4752,Se teme que tres personas mueran después de que un helicóptero se estrelle contra un pub,Se teme que tres personas mueran después de un accidente en un bar de helicópteros,1.0,16,15,Se sospecha que tres personas fallecieron después de que un helicóptero se estrellara contra un bar.
4753,Un legislador de Nigeria acusado de presunto soborno,Un diputado nigeriano acusado de aceptar un soborno de 3 millones de dólares,0.6800000190734863,8,13,Un legislador nigeriano enfrenta cargos por presunto soborno.
4754,La rupia bajó 8 paise contra el dólar en el comercio temprano,22 rupias contra el dólar en el comercio temprano,0.3599999904632568,12,9,La rupia cayó 8 paise frente al dólar en el comercio matutino.
4755,Peres de Israel insta a volver a las conversaciones de paz,Peres de Israel pide el regreso a las conversaciones de paz,1.0,11,11,Peres de Israel llama a retomar las negociaciones de paz.
4756,Obama hablará sobre Siria desde la Casa Blanca a la 1:15 p.m. EDT,Obama hará una declaración sobre Siria en la Casa Blanca a la 1:15 PM,1.0,15,15,Obama hablará sobre Siria desde la Casa Blanca a las 1:15 p.m. EDT.
4757,Las existencias de la India abren más bajo,Las poblaciones de la India cierran más bajo,0.3599999904632568,8,8,Las acciones indias comienzan más bajas.
4758,EE.UU. prepara una posible acción en solitario contra Siria,EE.UU. presenta argumentos a favor de la adopción de medidas contra Siria,0.6800000190734863,10,13,EE.UU. se prepara para una posible acción unilateral contra Siria.
4759,Breves enfrentamientos con la policía en Belfast,Los dolientes se enfrentan a la policía en Túnez,0.24000000953674316,7,9,Breves enfrentamientos con la policía en Belfast.
4760,El terremoto de China: El número de muertos aumenta,El número de muertes por gripe en China aumenta a seis,0.27999999523162844,9,11,El seísmo en China: El conteo de fallecidos se incrementa
4761,Cuatro detenidos mientras el número de víctimas de la construcción en Bangladesh aumenta a 352,Propietario detenido mientras el número de víctimas de la construcción en Bangladesh llega a 372,0.5199999809265137,15,15,Cuatro aprehendidos mientras la cifra de afectados por la edificación en Bangladesh asciende a 352
4762,RI condena el uso de armas químicas en Siria,Surgen preguntas sobre las reclamaciones de armas químicas en Siria,0.5199999809265137,9,10,RI repudia el empleo de armamento químico en Siria
4763,Un nuevo y fuerte terremoto golpeó la región de Pak.,Un nuevo y poderoso terremoto golpea la región de Pakistán.,0.9600000381469727,10,10,Un reciente y potente terremoto sacudió la zona de Pak.
4764,Las tropas indias matan a un soldado pakistaní a lo largo de la línea de control de Cachemira,Las tropas indias asaltan el puesto militar pakistaní,0.24000000953674316,18,8,Los soldados indios abaten a un militar pakistaní a lo largo de la línea de control de Cachemira
4765,El Papa Benedicto XVI se despide de los cardenales,El Papa Benedicto XVI deja el Vaticano por última vez,0.7199999809265136,9,10,El Papa Benedicto XVI se despide de los cardenales
4766,El nuevo portaaviones de China amplía el impulso de modernización militar,El viceprimer ministro chino se reúne con el Gobernador General de Australia,0.24000000953674316,11,12,El nuevo portaaviones de China amplía el empuje de actualización militar
4767,Líder brasileño mantiene conversaciones de crisis sobre las protestas callejeras,El líder de Brasil promete un voto de reforma,0.3200000047683716,10,9,El líder brasileño sostiene diálogos de emergencia sobre las manifestaciones callejeras
4768,La Tormenta Tropical Andrea está subiendo por la costa este...,La tormenta tropical Andrea se deslizará por la costa este,0.8,10,10,La Tormenta Tropical Andrea se desplaza por la costa este...
4769,Cuatro muertos en un accidente de tren en Indonesia,Cinco muertos al chocar un tren de Indonesia con un camión de combustible,0.6800000190734863,9,13,Cuatro decesos en un percance ferroviario en Indonesia
4770,Israel avanza en su plan de construir 900 viviendas de asentamiento,Israel da a conocer los planes para los nuevos hogares de los colonos,0.7599999904632568,11,13,Israel progresa en su iniciativa de erigir 900 residencias de colonia.
4771,Miss Nueva York gana la corona de Miss América,Miss Nueva York es coronada Miss América,1.0,9,7,La señorita Nueva York se corona como Miss América.
4772,Un austriaco encontró 56 cráneos robados en un museo casero,El hombre austriaco acusado después de que 56 cráneos humanos fueran encontrados en su casa,0.8800000190734864,10,15,Un ciudadano austriaco descubre 56 calaveras sustraídas en un museo hogareño.
4773,EE.UU. se prepara para la inauguración de Obama,La Cámara de Representantes de EE.UU. apoya nuevas sanciones antes de la inauguración de Irán,0.0800000011920929,9,16,Estados Unidos se alista para la investidura de Obama.
4774,Sospechoso militante saudí muere bajo custodia libanesa,Sospechoso avión teledirigido estadounidense mata a 6 militantes en el Yemen,0.0800000011920929,7,11,Sospechoso militante saudita fallece bajo custodia libanesa.
4775,El hombre se prende fuego en el Centro Comercial Nacional,El hombre se prende fuego en el Centro Comercial Nacional de Washington,0.9600000381469727,10,12,Un individuo se incendia en el Centro Comercial Nacional.
4776,7 muertos en ataques en el Iraq,27 muertos en ataques en todo el Iraq,0.4,7,8,7 fallecidos en atentados en Irak.
4777,Miles de personas protestan por el matrimonio gay,Miles de personas protestan contra el matrimonio gay en Francia,0.6400000095367432,8,10,Millares de personas se manifiestan en contra del matrimonio homosexual.
4778,Tinta India: Imagen del día: El 27 de enero,Tinta India: Imagen del día: El 20 de marzo,0.2,9,9,Tinta India: Imagen destacada del día: El 27 de enero.
4779,El Capitolio de EE.UU. está cerrado después de los disparos...,Mira en vivo: El Capitolio de EE.UU. está cerrado tras los informes de disparos...,0.9600000381469727,11,15,El Capitolio de Estados Unidos se encuentra clausurado tras los disparos...
4780,Se abre la primera zona de libre comercio piloto de China,La Zona de Libre Comercio de Shanghai comienza a funcionar,0.7599999904632568,11,10,Se inaugura la primera zona piloto de comercio libre en China
4781,"12 muertos, 25 heridos por la explosión de una bomba en el noroeste de Pakistán","6 muertos, 12 heridos en la explosión en el noroeste de Pakista.",0.5199999809265137,15,12,12 fallecidos y 25 heridos como resultado de una detonación en el noroeste de Pakistán
4782,Seleccione imágenes del derrumbe de un edificio en Bangladesh,Al menos 200 muertos en el derrumbe de un edificio en Bangladesh,0.27999999523162844,9,12,Elige fotografías del colapso de una construcción en Bangladesh
4783,La corte china mantiene la pena de muerte para los asesinos del Mekong,El tribunal confirma las sentencias de muerte de los asesinos del Mekong,0.8800000190734864,13,12,El tribunal chino sostiene la sentencia capital para los homicidas del Mekong
4784,"Los manifestantes de Egipto ""serán dispersados",El profesor de secuestros será sentenciado,0.0,6,6,"Los manifestantes egipcios ""serán disueltos"""
4785,La explosión de un cilindro de gas en un autobús escolar de Pakistán mata a 17 personas,La mortal explosión de un cilindro de gas golpea un autobús escolar de Pakistán,0.7599999904632568,17,14,Una deflagración de un tanque de gas en un autobús escolar paquistaní causa la muerte de 17 personas
4786,El cargamento de Corea del Norte revela el comercio de reparación de misiles con Cuba,N Se incautó un barco coreano que transportaba misiles de Cuba,0.5599999904632569,15,11,El envío de Corea del Norte expone el intercambio de reparación de misiles con Cuba
4787,Las fuerzas israelíes detienen a cinco palestinos en la Ribera Occidental,Las fuerzas israelíes arrestan a cinco palestinos en la Ribera Occidental,0.9600000381469727,11,11,Los efectivos israelíes arrestan a cinco palestinos en Cisjordania
4788,Las protestas barren Brasil a pesar de la concesión,Las protestas planeadas en todo Brasil a pesar de las concesiones,0.8,9,11,Las protestas se extienden por Brasil pese a la cesión
4789,Angela Merkel gana el tercer mandato en las elecciones alemanas,Merkel gana a lo grande en las elecciones de Alemania,0.7599999904632568,10,10,Angela Merkel obtiene el tercer mandato en las elecciones alemanas
4790,Los trabajadores de Corea del Sur empiezan a salir de la zona de la fábrica conjunta,Los trabajadores de Corea del Sur se disponen a abandonar la zona de fábrica conjunta,0.7599999904632568,16,15,Los empleados de Corea del Sur comienzan a abandonar el área de la fábrica compartida
4791,El Senado votará sobre el avance del asentimiento de Hagel,Benedicto vuelve a casa con una nueva casa y un nuevo Papa,0.0,10,12,El Senado decidirá sobre el progreso de la aprobación de Hagel
4792,15 muertos y decenas de heridos en un atentado suicida en una estación de tren rusa,Un terrorista suicida mata a 14 personas en una estación de tren rusa,0.6400000095367432,16,13,15 fallecidos y numerosos heridos en un ataque suicida en una estación ferroviaria rusa
4793,"El líder de la oposición camboyana, Sam Rainsy, regresa para agitar las elecciones",El jefe de la oposición camboyana se dirige al parlamento en una encuesta,0.6,13,13,"El jefe de la oposición camboyana, Sam Rainsy, vuelve para revolver las elecciones"
4794,Occidente saluda el voto de la oposición de Siria para unirse a las conversaciones de paz,La oposición siria a nombrar una delegación para las conversaciones,0.5199999809265137,16,10,Occidente celebra la decisión de la oposición siria de unirse a las negociaciones de paz
4795,"Obama viaja a Oklahoma, devastada por un tornado.",Obama visita el tornado que golpeó Oklahoma,0.9199999809265137,8,7,"Obama se dirige a Oklahoma, afectada por un tornado."
4796,No hay acuerdo sobre el acantilado fiscal mientras Obama se va de vacaciones,"John Boehner: de origen humilde, el precipicio fiscal puede ser su perdición",0.2,13,12,No se alcanza un consenso sobre el precipicio fiscal mientras Obama se ausenta de vacaciones
4797,Un coche bomba en Siria mata al menos a 12 personas en una ciudad controlada por los rebeldes,Un coche bomba en el Sinaí mata al menos a 10 soldados egipcios,0.3599999904632568,18,13,Un automóvil bomba en Siria causa la muerte de al menos 12 personas en una urbe dominada por los insurrectos
4798,Kerry: un plan económico palestino de 4.000 millones de dólares podría funcionar,Kerry: Aún no hay acuerdo en las conversaciones nucleares con Irán,0.0,13,11,Kerry: un plan económico palestino de 4.000 millones de dólares podría tener éxito
4799,El derrumbe de un edificio en Bangladesh deja un saldo de 359 muertos,El colapso de un edificio indio aumenta el número de muertos a 72,0.1600000023841858,13,13,El colapso de un edificio en Bangladesh deja un balance de 359 muertos
4800,Docenas de muertos en los combates de la República Centroafricana,98 muertos en la República Centroafricana tras los enfrentamientos,0.6800000190734863,10,9,Se han registrado numerosos fallecidos en los enfrentamientos de la República Centroafricana
4801,Libia amenaza con una acción del ejército contra los manifestantes petroleros,La amenaza de bomba obliga a la evacuación en Princeton,0.1600000023841858,11,10,Libia advierte con una intervención militar contra los protestantes petroleros
4802,2 sindicatos turcos llaman a la huelga el lunes en protesta por la violencia policial,Disturbios en Turquía: Los sindicatos llaman a la huelga por la represión policial,0.6800000190734863,15,13,Dos agrupaciones laborales de Turquía convocan a una huelga el lunes en respuesta a la brutalidad policial
4803,Fitch mejora la calificación crediticia de Grecia,Moody's mejora la calificación crediticia de los griegos,0.6800000190734863,7,9,Fitch eleva la nota de crédito de Grecia
4804,Hombres armados emboscan un barco de la policía en la región petrolera de Nigeria,La policía sudanesa bloquea la protesta contra la comisión de derechos humanos,0.0,14,12,Un grupo armado ataca una embarcación policial en la zona petrolífera de Nigeria
4805,Los rusos que salen de Siria cruzan al Líbano,Rusia entrega ayuda humanitaria a los refugiados sirios en el Líbano,0.4400000095367432,9,11,Los rusos que abandonan Siria ingresan al Líbano
4806,"Dos soldados estadounidenses muertos en un ataque ""interno"" en Afganistán",8 soldados muertos en un ataque con bomba en el noroeste de Pakistán,0.1600000023841858,10,13,"Dos soldados norteamericanos pierden la vida en un atentado ""interno"" en Afganistán"
4807,El icono sudafricano Nelson Mandela hospitalizado,El sudafricano Nelson Mandela hospitalizado,1.0,6,5,La figura sudafricana Nelson Mandela es ingresada en el hospital
4808,El Papa Francisco condena la indiferencia mundial ante el sufrimiento,El Papa Francisco conmemora a los migrantes muertos en Lampedusa,0.27999999523162844,10,10,El Papa Francisco critica la indiferencia global frente al padecimiento
4809,El juez superior Mansour juró como presidente interino de Egipto,El juez Adly Mansour juró como presidente interino de Egipto,0.8800000190734864,10,10,El magistrado superior Mansour presta juramento como presidente provisional de Egipto
4810,La explosión mata a 10 niñas en el Afganistán oriental,La explosión mata a nueve personas en el sur del Afganistán: funcionarios,0.5599999904632569,10,12,Una detonación acaba con la vida de 10 menores en el este de Afganistán
4811,La policía keniana arresta a un importante reclutador y financiero de Al-Shabaab,Kenia: Pareja arrestada por la policía antiterrorista,0.6400000095367432,13,7,Las autoridades kenianas detienen a un destacado captador y financista de Al-Shabaab
4812,Obama anunciará el miércoles los planes de control de armas,Obama establecerá planes de control de armas,0.7199999809265136,10,7,Obama dará a conocer el miércoles sus planes de regulación de armamento
4813,"Las bombas matan a dos personas, hieren a docenas en la Maratón de Boston",Sólo se encontraron dos bombas en el ataque de la Maratón de Boston,0.4400000095367432,14,13,Dos fallecidos y varios heridos tras las explosiones en el Maratón de Boston
4814,Las armas químicas de Siria podrían terminar en el mar,EE.UU. destruirá el arsenal de armas químicas de Siria en el mar,0.48000001907348633,10,13,El armamento químico sirio podría acabar en el mar
4815,Presidente para la pronta conclusión de la Asociación Ecológica con Sri Lanka,El Primer Ministro del Pakistán desea estrechar los lazos económicos con Sri Lanka,0.5199999809265137,12,13,El mandatario pide la pronta finalización del Acuerdo Ecológico con Sri Lanka
4816,Tres liberados en el centro de la sonda de abuso,Un edificio de tres pisos se derrumba en Ebute Meta,0.0,10,10,Tres personas son liberadas en el centro de investigación de maltrato
4817,"Una bomba explota en un centro comercial griego, dos personas resultan heridas","Una bomba explota en el centro comercial de Atenas, 2 heridos",0.8800000190734864,12,11,"Una bomba estalla en un centro comercial griego, dejando dos heridos"
4818,Seis australianos muertos en el accidente de avión de Laos,Docenas de muertos en el accidente de avión de Laos,0.6,10,10,Seis ciudadanos australianos pierden la vida en el accidente aéreo de Laos
4819,"Tres muertos, incluyendo al pistolero, en un tiroteo en un centro comercial de Maryland",3 muertos en un tiroteo en un centro comercial de Maryland,0.8399999618530274,14,11,"Tres muertos, incluyendo al autor de los disparos, en un tiroteo en un centro comercial de Maryland"
4820,La ONU confirma que el sarín usado en el ataque a Siria,"""Crímenes de guerra"": La ONU encuentra que el sarín usado en el ataque con armas químicas en Siria",0.6800000190734863,12,18,La ONU verifica que el sarín fue utilizado en el ataque a Siria
4821,7 muertos en el accidente del camión monstruo,"6 muertos en el accidente del ""monster truck"" en México",0.6400000095367432,8,10,Siete personas fallecen en el percance del camión gigante
4822,Merkel se postula para el tercer mandato en Alemania Elecciones,Merkel gana a lo grande en las elecciones de Alemania,0.65,10,10,Merkel busca un tercer mandato en las elecciones de Alemania
4823,El ex gobernador de Virginia Bob McDonnell acusado de corrupción,"El ex-gobernador de Virginia, Bob McDonnell, esposa acusada de corrupción",0.7599999904632568,10,11,El ex gobernante de Virginia Bob McDonnell enfrenta cargos por corrupción
4824,Los velocistas Tyson Gay y Asafa Powell dieron positivo en la prueba de la sustancia prohibida,El velocista estadounidense Tyson Gay da positivo en la prueba de la sustancia prohibida,0.6800000190734863,16,14,Los corredores Tyson Gay y Asafa Powell resultan positivos en la prueba de sustancias prohibidas
4825,"El terremoto de magnitud 6.3 golpea Honshu, Japón: CENC",El terremoto de magnitud 6.0 sacude las Islas Santa Cruz: CENC,0.3599999904632568,10,12,"Un sismo de magnitud 6.3 impacta la isla de Honshu, Japón: CENC"
4826,Pakistán liberará al prisionero talibán afgano de mayor rango,Pakistán liberará el sábado al comandante talibán de mayor rango,0.7599999904632568,9,10,Pakistán liberará al prisionero talibán afgano de más alto rango
4827,Un tribunal de Egipto ordena la liberación de Mubarak,El tribunal de Egipto ordena que Mubarak sea liberado,1.0,9,9,Un tribunal egipcio decreta la liberación de Mubarak
4828,Investigadores americanos esperan para interrogar al bombardero de Boston...,La policía se reúne en la calle en busca del sospechoso de la bomba de Boston,0.3599999904632568,9,16,Los investigadores estadounidenses se preparan para interrogar al bombardeador de Boston...
4829,"10 muertos, cinco heridos en un accidente de carretera en el suroeste de China",1 muerto y 39 heridos en un accidente de carretera en el este de China,0.35,14,15,10 fallecidos y cinco heridos en un accidente de tránsito en el suroeste de China
4830,Bollywood reduce los costos en un tercio mientras la rupia se derrumba,Bollywood recorta los costos a medida que la crisis de la rupia muerde,0.8399999618530274,12,13,La industria de Bollywood disminuye los gastos en un tercio mientras la moneda local se desploma.
4831,Las mujeres se enfrentan a primas de seguro de coche más altas,Las mujeres conductoras se enfrentan a un aumento de la prima del seguro,1.0,12,13,Las féminas se encuentran con primas de seguro de automóvil más elevadas.
4832,"Los tornados arrasan el Medio Oeste, matando a 6 y devastando vecindarios","Los tornados y las tormentas dañinas golpearon el medio oeste de los EE.UU., matando a 5",0.6400000095367432,12,17,"Los ciclones azotan el Medio Oeste, causando la muerte de 6 personas y destruyendo barrios enteros."
4833,China da a los reguladores estadounidenses acceso a los registros de auditoría,China se opone a la venta de armas de EE.UU. a Taiwán,0.1600000023841858,12,13,China otorga a los reguladores de EE.UU. el acceso a los registros de auditoría.
4834,"Las acciones de Singapur terminan en un 0,26 por ciento","Las existencias de Singapur terminan 0,11 pct",0.4,11,8,"Las acciones de Singapur cierran con un aumento del 0,26 por ciento."
